CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Mesna,Mesna,1.0,100.0,100.0,Fuzzy,12/1/1981,11/14/85,Urotoxic agent for prevention of urotoxic side effects with oxazaphosphorines in malignancy treatment,For use as a prophylactic agent in reducing the incidence of ifosfamide-induced hemorrhagic cystitis.
Nimodipine,nimodipine,1.0,100.0,100.0,Fuzzy,8/31/1992,9/16/11,Treatment and prevention of ischaemic neurological deficit due to arterial spasm after subarachnoid haemorrhage,Treatment of subarachnoid hemorrhage.
Pilocarpine,Pilocarpine,1.0,100.0,100.0,Fuzzy,6/24/1999,9/24/90,Management of intraocular pressure in glaucoma,Treatment of xerostomia induced by radiation therapy for head and neck cancer.
Vemurafenib,vemurafenib,1.0,100.0,100.0,Fuzzy,10/19/2012,12/20/10,Treatment of unresectable/metastatic melanoma with BRAFV600E mutation,Treatment of patients with IIb to Stage IV melanoma positive for the BRAF(v600) mutation
Apomorphine HCl,Apomorphine HCl,1.0,100.0,100.0,Fuzzy,11/12/2007,4/22/93,Treatment of erectile dysfunction in adult men,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
Ganciclovir sodium,Ganciclovir sodium,1.0,100.0,100.0,Fuzzy,4/5/2000,10/31/85,Prevention and treatment of cytomegalovirus disease in immunocompromised and transplant patients,Treatment of cytomegalovirus retinitis in immunocompromised patients with AIDS.
Nilotinib,nilotinib,1.0,100.0,100.0,Fuzzy,7/14/2010,4/27/06,Treatment of chronic and accelerated phase Philadelphia chromosome positive CML in adults resistant to or intolerant of imatinib,Treatment of chronic myelogenous leukemia
Aprotinin,Aprotinin,1.0,100.0,100.0,Fuzzy,5/27/1905,11/17/93,,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary coronary artery bypass graft surgery where the risk of bleeding is especially high (impaired hemostasis) or where transfusion is unavailable or unacceptable."
Bedaquiline,bedaquiline,1.0,100.0,100.0,Fuzzy,1/14/2015,1/10/05,Part of combination therapy for pulmonary multidrug-resistant tuberculosis in adults when effective regimen cannot otherwise be provided,Treatment of active tuberculosis
Dexrazoxane,dexrazoxane,1.0,100.0,100.0,Fuzzy,2/26/2002,3/25/04,Prevention of cardiotoxicity from doxorubicin-based chemotherapy,Treatment of anthracycline extravasation during chemotherapy
Fomepizole,fomepizole,1.0,100.0,100.0,Fuzzy,3/14/2016,12/22/88,"Antidote for ethylene glycol or methanol poisoning, alone or with hemodialysis",Treatment of methanol or ethylene glycol poisoning.
Pegaspargase,Pegaspargase,1.0,100.0,100.0,Fuzzy,3/7/2014,10/20/89,Treatment of acute lymphoblastic leukemia in patients hypersensitive to asparaginase,Treatment of acute lymphocytic leukemia.
Valganciclovir,ganciclovir,1.0,100.0,100.0,Fuzzy,10/9/2009,3/22/07,Treatment of CMV retinitis in AIDS patients; prevention of CMV in organ transplant recipients,Treatment of acute herpetic keratitis (dendritic and geographic ulcers)
Dichlorphenamide,dichlorphenamide,1.0,100.0,100.0,Fuzzy,1/1/1964,9/2/10,Carbonic anhydrase inhibitor,Treatment of primary periodic paralyses
Difluprednate,difluprednate,1.0,100.0,100.0,Fuzzy,4/1/2010,9/30/08,Treatment of inflammation and pain associated with ocular surgery,Treatment of endogenous and traumatic anterior uveitis and panuveitis.
Pasireotide,pasireotide,1.0,100.0,100.0,Fuzzy,3/18/2015,7/24/09,Treatment of Cushing’s disease in non-surgical candidates,Treatment of Cushing's disease
Deflazacort,deflazacort,1.0,100.0,100.0,Fuzzy,1/30/2010,8/16/13,Same as approved,Treatment of Duchenne muscular dystrophy
Riluzole,Riluzole,1.0,100.0,100.0,Fuzzy,10/17/1997,3/16/93,Treatment of amyotrophic lateral sclerosis (ALS),Treatment of amyotrophic lateral sclerosis.
Basiliximab,Basiliximab,1.0,100.0,100.0,Fuzzy,5/28/1999,12/12/97,Prophylaxis of acute organ rejection in transplantation with cyclosporin and corticosteroids,Prophylaxis of solid organ rejection.
Trametinib,trametinib,1.0,100.0,100.0,Fuzzy,1/18/2017,12/20/10,"Treatment of unresectable or metastatic melanoma with BRAF V600E mutation, as monotherapy or with Dabrafenib",Treatment of Stage IIb through Stage IV melanoma
Fludarabine phosphate,Fludarabine phosphate,1.0,100.0,100.0,Fuzzy,6/22/1999,4/18/89,Treatment of B-cell chronic lymphocytic leukaemia in patients unresponsive to standard alkylating agent regimens,"Treatment of chronic lymphocytic leukemia (CLL), including refractory CLL."
Alectinib,alectinib,1.0,100.0,100.0,Fuzzy,1/23/2017,1/27/15,Treatment of ALK-positive metastatic non-small cell lung cancer (NSCLC) after progression on or intolerance to Crizotinib,Treatment of ALK-positive non-small cell lung cancer
Panobinostat,panobinostat,1.0,100.0,100.0,Fuzzy,3/27/2016,8/20/12,In combination with bortezomib and dexamethasone for treatment of multiple myeloma after at least one prior therapy,Treatment of multiple myeloma
Isotretinoin,Tretinoin,1.0,100.0,100.0,Fuzzy,6/21/2002,10/24/90,Treatment of severe acne unresponsive to antibiotics (dermatologist only),Treatment of acute promyelocytic leukemia.
Phenytoin,Fosphenytoin,1.0,100.0,100.0,Fuzzy,8/5/2005,6/4/91,Anticonvulsant (neurologist only),For the acute treatment of patients with status epilepticus of the grand mal type.
Rituximab,rituximab,1.0,100.0,100.0,Fuzzy,7/10/2000,2/14/06,Treatment of relapsed or chemo-resistant indolent B-cell NHL (specialist use),"Treatment of patients with anti-neutrophil cytoplasmic antibody-associated vasculitis (Wegener's Granulomatosis, Microscopic Polyangiitis, and Churg-Strauss Syndrome)"
Desonide,budesonide,1.0,100.0,100.0,Fuzzy,7/3/1997,5/17/10,Relief of inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses,To slow the progression of immunoglobulin A nephropathy & delay kidney failure in patients affected by the disease.
Eliglustat,eliglustat,1.0,100.0,100.0,Fuzzy,1/31/2017,9/17/08,Treatment of Gaucher disease type 1 in appropriate CYP2D6 phenotypes,Treatment of Type I Gaucher disease
Thiabendazole,triclabendazole,1.0,100.0,100.0,Fuzzy,7/1/1968,4/17/17,Anthelmintic and antifungal agent,Treatment of fascioliasis
Trastuzumab,trastuzumab,1.0,100.0,100.0,Fuzzy,7/10/2000,10/13/09,Treatment of HER2-positive metastatic breast cancer,"Treatment of HER2-overexpressing advanced adenocarcinoma of the stomach, including gastroesophageal junction"
Modafinil,Modafinil,1.0,100.0,100.0,Fuzzy,12/16/2003,3/15/93,By neurologist/psychiatrist – to improve wakefulness in narcolepsy,Treatment of excessive daytime sleepiness in narcolepsy.
Thalidomide,Thalidomide,1.0,100.0,100.0,Fuzzy,8/12/2002,10/14/98,Treatment of erythema nodosum leprosum and multiple myeloma,Treatment of multiple myeloma
Daclizumab,Daclizumab,1.0,100.0,100.0,Fuzzy,10/12/2000,3/5/93,Prophylaxis in acute organ rejection in transplant patients (hospital use only),Prevention of acute renal allograft rejection.
Ceritinib,ceritinib,1.0,100.0,100.0,Fuzzy,7/3/2015,9/27/13,Treatment of ALK-positive metastatic non-small cell lung cancer intolerant to or progressed on crizotinib,Treatment of patients with non-small cell lung cancer (NSCLC) that is anaplastic lymphoma kinase(ALK)-positive
Gemtuzumab ozogamicin,Gemtuzumab ozogamicin,1.0,100.0,100.0,Fuzzy,9/12/2002,11/24/99,Treatment of acute myeloid leukemia,Treatment of acute myeloid leukemia
Cladribine,Cladribine,1.0,100.0,100.0,Fuzzy,9/9/2003,11/15/90,Treatment of cancer,Treatment of hairy cell leukemia.
Teriparatide,Teriparatide,1.0,100.0,100.0,Fuzzy,9/4/2003,1/9/87,Treatment of osteoporosis,Diagnostic agent to assist in establishing the diagnosis in patients presenting with clinical and laboratory evidence of hypocalcemia due to either hypoparathyroidism or pseudohypoparathyroidism.
Beractant,Beractant,1.0,100.0,100.0,Fuzzy,10/2/2000,2/5/86,Treatment and prevention of neonatal respiratory distress syndrome,Treatment of neonatal respiratory distress syndrome
Dabrafenib,dabrafenib,1.0,100.0,100.0,Fuzzy,1/18/2017,2/8/16,Monotherapy or in combination for unresectable/metastatic BRAF V600E-positive melanoma,Treatment of malignant glioma with BRAF V600 mutation
Zalcitabine,Zalcitabine,1.0,100.0,100.0,Fuzzy,7/26/1993,6/28/88,Treatment of AIDS,Treatment of AIDS.
Infliximab,Infliximab,1.0,100.0,100.0,Fuzzy,7/15/2004,11/12/03,Maintenance therapy for Crohn's disease and fistulizing Crohn’s,Treatment of pediatric (0 to 16 years of age) Crohn's Disease
Clobazam,clobazam,1.0,100.0,100.0,Fuzzy,11/11/1997,12/18/07,Treatment of anxiety and as adjunct therapy for refractory epilepsy,Treatment of Lennox-Gastaut Syndrome
Amifostine,Amifostine,1.0,100.0,100.0,Fuzzy,5/3/2001,5/30/90,Approved for import as finished formulation,For use as a chemoprotective agent for cisplatin in the treatment of advanced ovarian carcinoma.
Hydroxycobalamine,Hydroxocobalamin,1.0,100.0,100.0,Fuzzy,7/1/1961,11/25/03,Form of vitamin B12 with rapid and prolonged action,Treatment of acute cyanide poisoning
Temsirolimus,Temsirolimus,1.0,100.0,100.0,Fuzzy,12/15/2010,12/16/04,Treatment of advanced renal cell carcinoma,Treatment of renal cell carcinoma
Parbendazole,Albendazole,1.0,100.0,100.0,Fuzzy,2/1/1973,1/18/96,Treatment of helminthiasis,"Treatment of neurocysticercosis due to Taenia solium as: 1) chemotherapy of parenchymal, subarachnoidal and racemose (cysts in spinal fluid) neurocysticercosis in symptomatic cases and 2) prophylaxis of epilepsy and other sequelae in asymptomatic neurocysticercosis."
Propranolol,propranolol,1.0,100.0,100.0,Fuzzy,12/1/1987,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
Somatropin,Somatropin,1.0,100.0,100.0,Fuzzy,9/5/1994,5/8/90,Treatment of short stature due to pituitary growth hormone deficiency,Treatment of short stature associated with Turner syndrome.
Ivabradine,ivabradine,1.0,100.0,100.0,Fuzzy,12/19/2013,3/23/16,Treatment of chronic heart failure with systolic dysfunction in sinus rhythm patients,Treatment of pediatric patients (0 through 16 years of age) with dilated cardiomyopathy.
Altretamine,Altretamine,1.0,100.0,100.0,Fuzzy,3/29/1995,2/9/84,Palliative treatment of persistent or recurrent ovarian cancer after first-line therapy with cisplatin and/or alkylating agents,Treatment of advanced adenocarcinoma of the ovary.
Balofloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,12/23/2009,4/18/91,"Treatment of uncomplicated urinary tract infections (e.g., cystitis, urethritis)",Treatment of bacterial corneal ulcers.
Bleomycin sulfate,Bleomycin sulfate,1.0,100.0,100.0,Fuzzy,10/11/1999,9/17/93,Treatment of malignant skin tumors,Treatment of malignant pleural effusion.
Epirubicin,Epirubicin,1.0,100.0,100.0,Fuzzy,7/1/1986,9/14/99,"Treatment of breast cancer, malignant lymphomas, soft tissue sarcoma, gastric, lung, and ovarian carcinomas",Treatment of breast cancer.
Glycopyrrolate,glycopyrrolate,1.0,100.0,100.0,Fuzzy,12/1/1979,6/9/06,Preoperative antimuscarinic to reduce secretions and arrhythmias,Treatment of pathologic (chronic moderate to severe) drooling in pediatric patients
Moxidectin,moxidectin,1.0,100.0,100.0,Fuzzy,1/16/1997,9/29/10,Treatment and control of parasites in cattle,Treatment of onchocerciasis volvulus in children and adults
Arsenic trioxide,Arsenic trioxide,1.0,100.0,100.0,Fuzzy,12/6/2003,3/3/98,Treatment of acute promyelocytic leukemia (remission and consolidation),Treatment of acute promyelocytic leukemia.
Filgrastim,Filgrastim,1.0,100.0,100.0,Fuzzy,6/28/2001,10/1/90,Reduction of chemotherapy-induced neutropenia,Treatment of neutropenia associated with bone marrow transplants.
Carfilzomib,carfilzomib,1.0,100.0,100.0,Fuzzy,1/17/2017,1/18/08,Treatment of relapsed or refractory multiple myeloma in combination therapies,Treatment of multiple myeloma
Plerixafor,plerixafor,1.0,100.0,100.0,Fuzzy,1/31/2012,7/10/03,Used with G-CSF to mobilize hematopoietic stem cells in non-Hodgkin’s lymphoma and multiple myeloma,For use to improve the yield of progentor cells in the apheresis product for subsequest stem cell transplantation following myelosuppressive or myeloablative chemotherapy
Regorafenib,regorafenib,1.0,100.0,100.0,Fuzzy,7/1/2014,1/12/11,Treatment of metastatic colorectal cancer after prior therapies,Treatment gastrointestinal stromal tumors
Sildenafil,sildenafil,1.0,100.0,100.0,Fuzzy,1/23/2007,7/28/11,Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability,Treatment of pediatric (defined as children less than 17 years of age) pulmonary arterial hypertension
Tetrabenazine,Tetrabenazine,1.0,100.0,100.0,Fuzzy,3/10/1999,12/11/97,"Treatment of movement disorders including Huntington’s chorea, hemiballismus, senile chorea",Treatment of Huntington's disease
Calfactant,calfactant,1.0,100.0,100.0,Fuzzy,12/16/2010,6/7/85,Treatment and prophylaxis of respiratory distress syndrome in premature infants,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.
Megestrol acetate,Megestrol acetate,1.0,100.0,100.0,Fuzzy,12/5/2012,4/13/88,"Treatment of anorexia, cachexia, and weight loss in cancer or AIDS patients","Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS."
Terlipressin,terlipressin,1.0,100.0,100.0,Fuzzy,7/22/1995,10/29/04,Treatment of bleeding esophageal varices,Treatment of Hepatorenal Syndrome
Ifosfamide,Ifosfamide,1.0,100.0,100.0,Fuzzy,9/1/1978,1/20/87,"Treatment of various cancers including ovarian, breast, testicular, pancreas, and lymphoma",Treatment of testicular cancer.
Posaconazole,posaconazole,1.0,100.0,100.0,Fuzzy,12/20/2011,10/4/16,Treatment of zygomycosis refractory or intolerant to other therapy,Treatment of invasive aspergillosis
Lenvatinib,lenvatinib,1.0,100.0,100.0,Fuzzy,12/2/2016,3/27/14,Treatment of locally recurrent/metastatic progressive radioactive iodine refractory differentiated thyroid cancer,Treatment of hepatocellular carcinoma
Valacyclovir,acyclovir,1.0,100.0,100.0,Fuzzy,9/25/2002,12/13/10,Treatment of herpes zoster and genital herpes (initial and recurrent),Treatment of acute herpetic keratitis caused by Herpes Simplex Virus type 1 and 2
Lamotrigine,Lamotrigine,1.0,100.0,100.0,Fuzzy,4/5/2010,8/23/95,Same as approved (refer to main lamotrigine indication),Treatment of Lennox-Gastaut syndrome.
Deferasirox,deferasirox,1.0,100.0,100.0,Fuzzy,8/17/2007,2/24/15,As approved,Treatment of chronic iron overload in alpha-thalassemia
Levofloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,12/16/2005,4/18/91,Ophthalmic,Treatment of bacterial corneal ulcers.
Somatropin (rDNA),somatropin [rDNA],1.0,100.0,100.0,Fuzzy,11/25/2004,12/27/00,"Adult or childhood growth hormone deficiency, idiopathic short stature",Treatment of growth failure in children who were born small for gestational age.
Sorafenib,Sorafenib,1.0,100.0,100.0,Fuzzy,8/1/2007,4/20/06,Treatment of advanced renal cell carcinoma,Treatment of hepatocellular carcinoma
Collagen,allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen-dsat,1.0,100.0,100.0,Fuzzy,4/23/2001,5/21/12,Adjuvant in post-surgical management of ulcers and decubitus sores,Treatment of hospitalized patients with complex skin defects resulting from partial and full thickness skin burns requiring excision and grafting
Everolimus,everolimus,1.0,100.0,100.0,Fuzzy,5/16/2009,2/14/08,Treatment of advanced renal cell carcinoma,Treatment of neuroendocrine tumors
Gefitinib,gefitinib,1.0,100.0,100.0,Fuzzy,2/17/2004,8/26/14,Anticancer,Treatment of epidermal growth factor receptor mutation-positive non-small cell lung cancer
Midazolam,midazolam,1.0,100.0,100.0,Fuzzy,4/15/1997,10/20/09,"General anaesthesia, preoperative sedation, conscious sedation prior to diagnostic or endoscopic procedure","Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)"
Sirolimus,sirolimus,1.0,100.0,100.0,Fuzzy,12/31/2002,10/31/12,Prophylaxis of organ rejection in patients receiving renal transplant with cyclosporins and corticosteroids,Treatment of lymphangioleiomyomatosis
Bortezomib,bortezomib,1.0,100.0,100.0,Fuzzy,9/5/2007,5/30/12,Treatment of mantle cell lymphoma in patients with at least one prior therapy,Treatment of mantle cell lymphoma.
Dasatinib,dasatinib,1.0,100.0,100.0,Fuzzy,8/30/2006,11/28/05,"Treatment of adults with chronic, accelerated, or myeloid/lymphoid blast phase chronic myeloid leukemia (CML)",Treatment of chronic myelogenous leukemia
Abatacept,abatacept,1.0,100.0,100.0,Fuzzy,4/10/2009,12/26/17,Reducing signs and symptoms of moderate to severe active polyarticular juvenile idiopathic arthritis,Prevention of graft versus host disease
Etanercept,etanercept,1.0,100.0,100.0,Fuzzy,12/7/2001,10/27/98,Reduction of moderate to severe active rheumatoid arthritis after inadequate response to DMARDs,Reduction in signs and symptoms of moderately to severely active polyarticular-course juvenile rheumatoid arthritis in patients who have had an inadequate response to one or more disease-modifying anti-rheumatic drugs.
Miltefosine,miltefosine,1.0,100.0,100.0,Fuzzy,3/15/2002,10/10/06,Treatment of visceral leishmaniasis,Treatment of leishmaniasis.
Moxifloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,12/27/2001,4/18/91,Additional indication: treatment of skin and soft tissue infection and pelvic inflammatory disease,Treatment of bacterial corneal ulcers.
Leuprolide acetate,Leuprolide acetate,1.0,100.0,100.0,Fuzzy,12/3/2003,7/25/88,Treatment of advanced prostatic cancer,Treatment of central precocious puberty
