CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Aprotinin,Aprotinin,1.0,100.0,100.0,Fuzzy,5/27/1905,29/12/1993,,
Aripiprazole,Aripiprazole,1.0,100.0,100.0,Fuzzy,2/23/2004,12/12/2014,Treatment of schizophrenia,Treatment of pediatric patients with Tourette's
Arsenic trioxide,Arsenic Trioxide,1.0,100.0,100.0,Fuzzy,12/6/2003,12/01/2018,Treatment of acute promyelocytic leukemia (remission and consolidation),In combination with tretinoin for treatment of adults with newly-diagnosed low-risk acute promyelocytic leukemia (APL) whose APL is characterized by the presence of the t(15;17) translocation or PML/RAR-alpha gene expression.
"Artemether, Lumefantrine",Artemether/Lumefantrine,1.0,100.0,100.0,Fuzzy,12/26/2002,07/04/2009,Treatment of p. falciparum malaria resistant to chloroquine and sulphadoxine-pyrimethamine,"Treatment of malaria in patients of 5 kg bodyweight or above with acute, uncomplicated malaria due to Plasmodium falciparum or mixed infections including P. falciparum"
Artesunate,Artesunate,1.0,100.0,100.0,Fuzzy,7/2/2014,26/05/2020,Treatment of severe falciparum malaria in quinine-resistant areas,Artesunate for Injection is indicated for the initial treatment of severe malaria in adult and pediatric patients. Treatment of severe malaria with Artesunate for Injection should always be followed by a complete treatment course of an appropriate oral antimalarial regimen.
Azacitidine,Azacitidine,1.0,100.0,100.0,Fuzzy,4/29/2014,20/05/2022,Treatment of myelodysplastic syndromes in adults,Treatment of pediatric patients aged one month and older with newly diagnosed juvenile myelomonocytic leukemia (JMML)
Aztreonam,Aztreonam,1.0,100.0,100.0,Fuzzy,11/1/2002,22/02/2010,"Treatment of urinary tract infection, lower respiratory tract infection, septicemia, skin and skin structure infections, intra-abdominal infections, gynecological infections",To improve respiratory symptoms in cystic fibrosis (CF) patients with Pseudomonas aeruginosa
Baclofen,Baclofen,1.0,100.0,100.0,Fuzzy,2/22/2007,25/06/1992,As approved,Management of severe spasticity of spinal cord origin in patients who are unresponsive to oral baclofen therapy or experience intolerable CNS side effects at effective doses.
Basiliximab,Basiliximab,1.0,100.0,100.0,Fuzzy,5/28/1999,12/05/1998,Prophylaxis of acute organ rejection in transplantation with cyclosporin and corticosteroids,Prophylaxis of acute organ rejection in patients receiving renal transplantation when used as part of an immunosuppressive regimen that includes cyclosporine and corticosteroids.
Bedaquiline,Bedaquiline,1.0,100.0,100.0,Fuzzy,1/14/2015,27/05/2020,Part of combination therapy for pulmonary multidrug-resistant tuberculosis in adults when effective regimen cannot otherwise be provided,SIRTURO is a diarylquinoline antimycobacterial drug indicated as part of combination therapy in adult and pediatric patients (5 years and older and weighing at least 15 kg) with pulmonary multi-drug resistant tuberculosis (MDR-TB). Reserve SIRTURO for use when an effective treatment regimen cannot otherwise be provided.
Bendamustine hydrochloride,Bendamustine Hydrochloride,1.0,100.0,100.0,Fuzzy,5/19/2009,31/10/2008,Treatment of chronic lymphocytic leukemia,Treatment of Indolent B-cell non-Hodgkin lymphoma (NHL) that has progressed during or within six months of treatment with rituximab or a rituximab-containing regimen.
Beractant,Beractant,1.0,100.0,100.0,Fuzzy,10/2/2000,02/07/1991,Treatment and prevention of neonatal respiratory distress syndrome,Prevention of RDS (hyaline membrane disease) in premature infants less than 1250 grams birthweight or with evidence of surfactant deficiency
Bleomycin sulfate,Bleomycin Sulfate,1.0,100.0,100.0,Fuzzy,10/11/1999,20/02/1996,Treatment of malignant skin tumors,Treatment of malignant pleural effusion.
Bortezomib,Bortezomib,1.0,100.0,100.0,Fuzzy,9/5/2007,08/12/2006,Treatment of mantle cell lymphoma in patients with at least one prior therapy,Treatment of patients with mantle cell lymphoma who have received at least 1 prior therapy.
Bosentan,Bosentan,1.0,100.0,100.0,Fuzzy,6/23/2009,05/09/2017,Treatment of pulmonary arterial hypertension (WHO Group I) in patients with class III or IV symptoms to improve exercise ability and decrease clinical worsening,"Treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) in pediatric patients aged 3 years and older with idiopathic or congenital PAH to improve pulmonary vascular resistance (PVR), which is expected to result in an improvement in exercise ability"
Botulinum toxin type A,Botulinum Toxin Type A,1.0,100.0,100.0,Fuzzy,1/13/1994,29/12/1989,"Treatment of blepharospasm, hemifacial spasm, and focal dystonias",Treatment of strabismus associated with dystonia in adults (patients 12 years of age and above)
Budesonide,Budesonide,1.0,100.0,100.0,Fuzzy,8/5/2005,15/12/2021,Treatment of ulcerative colitis involving rectal and rectosigmoid diseases,"to reduce proteinuria in adults with primary immunoglobulin A nephropathy (IgAN) at risk of rapid disease progression, generally a urine protein-to-creatinine ratio (UPCR) > or = 1.5 g/g"
Calfactant,Calfactant,1.0,100.0,100.0,Fuzzy,12/16/2010,01/07/1998,Treatment and prophylaxis of respiratory distress syndrome in premature infants,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.
Carfilzomib,Carfilzomib,1.0,100.0,100.0,Fuzzy,1/17/2017,20/07/2012,Treatment of relapsed or refractory multiple myeloma in combination therapies,Treatment of patients with multiple myeloma who have received at least two prior therapies including bortezomib and an immunomodulatory agent and have demonstrated disease progression on or within 60 days of completion of the last therapy.
Ceritinib,Ceritinib,1.0,100.0,100.0,Fuzzy,7/3/2015,26/05/2017,Treatment of ALK-positive metastatic non-small cell lung cancer intolerant to or progressed on crizotinib,Treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors are anaplastic lymphoma kinase (ALK)-positive as detected by an FDA-approved test
Cinacalcet,Cinacalcet,1.0,100.0,100.0,Fuzzy,1/16/2009,21/11/2014,Treatment of secondary hyperparathyroidism in CKD on dialysis and hypercalcemia in parathyroid carcinoma,"Treatment of hypercalcemia in adult patients with primary hyperparathyroidism for whom parathyroidectomy would be indicated on the basis of serum calcium levels, but who are unable to undergo parathyroidectomy."
Cladribine,Cladribine,1.0,100.0,100.0,Fuzzy,9/9/2003,26/02/1993,Treatment of cancer,
Clobazam,Clobazam,1.0,100.0,100.0,Fuzzy,11/11/1997,21/10/2011,Treatment of anxiety and as adjunct therapy for refractory epilepsy,Adjunctive treatment of seizures associated with Lennox-Gastaut Syndrome inpatients 2 years of age or older
Clofazimine,Clofazimine,1.0,100.0,100.0,Fuzzy,9/1/1969,15/12/1986,Anti-leprosy drug,
Clonidine,Clonidine,1.0,100.0,100.0,Fuzzy,7/1/1975,02/10/1996,Treatment of hypertension,In combination with opiates for the treatment of severe pain in cancer patients that is not adequately relieved by opioid analgesics alone.
Crizotinib,Crizotinib,1.0,100.0,100.0,Fuzzy,12/16/2011,11/03/2016,Treatment of ALK-positive locally advanced/metastatic non-small cell lung cancer (NSCLC),Treatment of patients with metastatic NSCLC whose tumors are ROS1-positive
Dabrafenib,Dabrafenib,1.0,100.0,100.0,Fuzzy,1/18/2017,16/03/2023,Monotherapy or in combination for unresectable/metastatic BRAF V600E-positive melanoma,"in combination with trametinib, for the treatment of pediatric patients 1 year of age and older with low-grade glioma (LGG) with a BRAF V600E mutation who require systemic therapy"
Daclizumab,Daclizumab,1.0,100.0,100.0,Fuzzy,10/12/2000,10/12/1997,Prophylaxis in acute organ rejection in transplant patients (hospital use only),"Prophylaxis of acute organ rejection in patients receiving renal transplants, to be used as a part of an immunosuppressive regimen that includes cyclosporine and corticosteroids."
Dasatinib,Dasatinib,1.0,100.0,100.0,Fuzzy,8/30/2006,09/11/2017,"Treatment of adults with chronic, accelerated, or myeloid/lymphoid blast phase chronic myeloid leukemia (CML)",Treatment of pediatric patients with Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in chronic phase
Decitabine,Decitabine,1.0,100.0,100.0,Fuzzy,4/28/2009,02/05/2006,"Treatment of myelodysplastic syndromes (MDS), including all subtypes","for treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes (refractory anemia, refractory anemia with ringed sideroblasts, refractory anemia with excess blasts, refractory anemia with excess blasts in transformation, and chronic myelomonocytic leukemia) and intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups"
Deferasirox,Deferasirox,1.0,100.0,100.0,Fuzzy,8/17/2007,18/05/2017,As approved,Treatment of chronic iron overload in patients 10 years of age and older with non-transfusion-dependent thalassemia (NTDT) syndromes and with a liver iron concentration (LIC) of at least 5 milligrams of iron per gram of liver dry weight (mg Fe/g dw) and a serum ferritin greater than 300 mcg/L.
Deflazacort,Deflazacort,1.0,100.0,100.0,Fuzzy,1/30/2010,07/06/2019,Same as approved,EMFLAZA is indicated for the treatment of Duchenne muscular dystrophy (DMD) in patients 2 years of age and older.
Desmopressin acetate,Desmopressin Acetate,1.0,100.0,100.0,Fuzzy,12/12/2008,07/03/1994,"Treatment of cranial diabetes insipidus, primary nocturnal enuresis",Treatment of patients with hemophilia A or von Willebrand's disease (type I) whose factor VIII coagulant activity level is greater than 5%.
Dexamethasone,Dexamethasone,1.0,100.0,100.0,Fuzzy,11/2/2004,03/10/2019,"Steroid-responsive neoplastic disease (leukemias, lymphomas) in adults (by oncologists only)",HEMADY is indicated in combination with other anti-myeloma products for the treatment of adults with multiple myeloma
Dexrazoxane,Dexrazoxane,1.0,100.0,100.0,Fuzzy,2/26/2002,06/09/2007,Prevention of cardiotoxicity from doxorubicin-based chemotherapy,Treatment of extravasation resulting from IV anthracycline chemotherapy
Diazepam,Diazepam (,1.0,100.0,100.0,Fuzzy,6/17/1999,10/01/2020,Emergency treatment of convulsions; chronic prophylaxis against febrile seizures,"Acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patients usual seizure pattern in patients with epilepsy 6 years of age and older."
Dichlorphenamide,Dichlorphenamide,1.0,100.0,100.0,Fuzzy,1/1/1964,07/08/2015,Carbonic anhydrase inhibitor,"Treatment of primary hyperkalemic periodic paralysis, primary hypokalemic period paralysis, and related variants"
Difluprednate,Difluprednate,1.0,100.0,100.0,Fuzzy,4/1/2010,13/06/2012,Treatment of inflammation and pain associated with ocular surgery,Treatment of endogenous anterior uveitis
Edaravone,Edaravone,1.0,100.0,100.0,Fuzzy,7/27/2007,05/05/2017,"Improvement of neurological symptoms, daily living disorder, and functional disorder in acute ischaemic stroke",Treatment of amyotrophic lateral sclerosis (ALS)
Eliglustat,Eliglustat,1.0,100.0,100.0,Fuzzy,1/31/2017,19/08/2014,Treatment of Gaucher disease type 1 in appropriate CYP2D6 phenotypes,"Long-term treatment of adult patients with Gaucher disease type 1 who are CYP2D6 extensive metabolizers (EMs), intermediate metabolizers (IMs), or poor metabolizers (PMs) as detected by an FDA-cleared test."
Eltrombopag,Eltrombopag,1.0,100.0,100.0,Fuzzy,10/19/2010,16/11/2018,Treatment of chronic immune thrombocytopenic purpura (ITP) in patients unresponsive to other therapies,PROMACTA is indicated in combination with standard immunosuppressive therapy for the first-line treatment of adult and pediatric patients 2 years and older with severe aplastic anemia.
Epirubicin,Epirubicin,1.0,100.0,100.0,Fuzzy,7/1/1986,15/09/1999,"Treatment of breast cancer, malignant lymphomas, soft tissue sarcoma, gastric, lung, and ovarian carcinomas",Component of adjuvant therapy in patients with evidence of axillary node tumor involvement following resection of primary breast cancer.
Eribulin mesylate,Eribulin Mesylate,1.0,100.0,100.0,Fuzzy,2/18/2015,28/01/2016,Treatment of locally advanced or metastatic breast cancer after at least one prior chemotherapy regimen,Treatment of patients with unresectable or metastatic liposarcoma who have received a prior anthracyclne-containing regimen
Etanercept,Etanercept,1.0,100.0,100.0,Fuzzy,12/7/2001,27/05/1999,Reduction of moderate to severe active rheumatoid arthritis after inadequate response to DMARDs,Reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis (JIA) in patients ages 2 and older
Etidronate disodium,Etidronate Disodium,1.0,100.0,100.0,Fuzzy,3/10/1995,21/04/1987,Treatment of hypercalcemia induced by malignant disorders,
Everolimus,Everolimus,1.0,100.0,100.0,Fuzzy,5/16/2009,26/02/2016,Treatment of advanced renal cell carcinoma,"Treatment of adult patients with progressive neuroendocrine tumors of pancreatic origin (PNET) in patients with unresectable, locally advanced or metastatic disease; and treatment of adult patients with progressive, well-differentiated, non-functional, neuroendocrine tumors (NET) of gastrointestinal (GI) or lung origin, with unresectable, locally advanced or metastatic disease."
Exemestane,Exemestane,1.0,100.0,100.0,Fuzzy,8/29/2009,21/10/1999,"Adjuvant treatment of postmenopausal women with estrogen receptor-positive early breast cancer after 2–3 years of tamoxifen, switching to exemestane to complete 5 years of therapy",Treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.
Fenfluramine,Fenfluramine,1.0,100.0,100.0,Fuzzy,7/9/1993,25/03/2022,—,Treatment of seizures associated with Lennox-Gastaut syndrome (LGS) in patients 2 years of age and older
Filgrastim,Filgrastim,1.0,100.0,100.0,Fuzzy,6/28/2001,15/06/1994,Reduction of chemotherapy-induced neutropenia,Reduce the duration of neutropenia and neutropenia sequelae in patients with non-myeloid malignancies undergoing ablative chemotherapy followed by BMT.
Fludarabine phosphate,Fludarabine Phosphate,1.0,100.0,100.0,Fuzzy,6/22/1999,18/04/1991,Treatment of B-cell chronic lymphocytic leukaemia in patients unresponsive to standard alkylating agent regimens,
Fomepizole,Fomepizole,1.0,100.0,100.0,Fuzzy,3/14/2016,08/12/2000,"Antidote for ethylene glycol or methanol poisoning, alone or with hemodialysis","Use for suspected or confirmed methanol poisoning, either alone or in combination with hemodialysis"
Gabapentin,Gabapentin,1.0,100.0,100.0,Fuzzy,12/15/2006,28/01/2011,Treatment of neuropathic pain; adjunctive therapy for partial seizures in adults,For the management of postherpetic neuralgia
Ganciclovir sodium,Ganciclovir Sodium,1.0,100.0,100.0,Fuzzy,4/5/2000,23/06/1989,Prevention and treatment of cytomegalovirus disease in immunocompromised and transplant patients,
Gefitinib,Gefitinib,1.0,100.0,100.0,Fuzzy,2/17/2004,13/07/2015,Anticancer,For the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test
Gemtuzumab ozogamicin,Gemtuzumab Ozogamicin,1.0,100.0,100.0,Fuzzy,9/12/2002,17/05/2000,Treatment of acute myeloid leukemia,Treatment of patients with CD33 positive acute myeloid leukemia in first relapse who are 60 years of age or older and who are not considered candidates for cytotoxic chemotherapy
Glatiramer acetate,Glatiramer Acetate,1.0,100.0,100.0,Fuzzy,6/3/2009,20/12/1996,Reduction of frequency of relapses in relapsing-remitting multiple sclerosis,For reduction of the frequency of relapses in patients with relapsing-remitting multiple sclerosis.
Glycopyrrolate,Glycopyrrolate,1.0,100.0,100.0,Fuzzy,12/1/1979,28/07/2010,Preoperative antimuscarinic to reduce secretions and arrhythmias,To reduce chronic drooling in patients aged 3 - 16 with neurologic conditions associated with problem drooling (e.g. cerebral palsy)
Hydrocortisone,Hydrocortisone,1.0,100.0,100.0,Fuzzy,8/9/1999,29/09/2020,Adjunctive therapy in topical treatment of ulcerative proctitis of distal rectum in ulcerative colitis and proctosigmoiditis,ALKINDI SPRINKLE is indicated as replacement therapy in pediatric patients with adrenocortical insufficiency
Hydroxyurea,Hydroxyurea,1.0,100.0,100.0,Fuzzy,4/1/2004,25/02/1998,,To reduce the frequency of painful crises and to reduce the need for blood transfusions in adult patients with sickle cell anemia with recurrent moderate to severe painful crises (generally at least 3 during the preceding 12 months).
Ibrutinib,Ibrutinib,1.0,100.0,100.0,Fuzzy,10/7/2015,02/08/2017,"Treatment of adult patients with mantle cell lymphoma (MCL), CLL after prior therapy, or CLL with 17p deletion",Treatment of adult patients with chronic graft versus host disease (cGVHD) after failure of one or more lines of systemic therapy.
Icodextrin,Icodextrin,1.0,100.0,100.0,Fuzzy,6/8/2006,20/12/2002,Peritoneal dialysis for renal failure,For use as a single daily exchange for the long (8-16 hour) dwell during continuous ambulatory peritoneal dialysis (CAPD) or automated peritoneal dialysis (APD) for the management of chronic renal failure.
Ifosfamide,Ifosfamide,1.0,100.0,100.0,Fuzzy,9/1/1978,30/12/1988,"Treatment of various cancers including ovarian, breast, testicular, pancreas, and lymphoma","In combination with certain other approved antineoplastic agents, for third line chemotherapy in the treatment of germ cell testicular cancer."
Imatinib mesylate,Imatinib Mesylate,1.0,100.0,100.0,Fuzzy,8/11/2011,19/12/2008,"Treatment of Ph+ALL (newly diagnosed, relapsed/refractory), CML, GIST, other approved indications",Adjuvant treatment of adult patients following complete resection Kit (CD 117) positive gastrointestinal stromal tumors (GIST).
Infliximab,Infliximab,1.0,100.0,100.0,Fuzzy,7/15/2004,19/05/2006,Maintenance therapy for Crohn's disease and fistulizing Crohn’s,For reducing signs and symptoms and inducing and maintaining clinical remission in pediatric patients with moderately to severely active Crohn's disease who have had an inadequate response to conventional therapy
Ivabradine,Ivabradine,1.0,100.0,100.0,Fuzzy,12/19/2013,22/04/2019,Treatment of chronic heart failure with systolic dysfunction in sinus rhythm patients,"Corlanor is indicated for the treatment of stable symptomatic heart failure due to dilated cardiomyopathy (DCM) in pediatric patients aged 6 months and older, who are in sinus rhythm with an elevated heart rate."
Lamotrigine,Lamotrigine,1.0,100.0,100.0,Fuzzy,4/5/2010,24/08/1998,Same as approved (refer to main lamotrigine indication),Adjunctive treatment of Lennox-Gastaut syndrome in pediatric and adult patients.
"Ledipasvir, Sofosbuvir",Ledipasvir/Sofosbuvir,1.0,100.0,100.0,Fuzzy,12/8/2015,28/08/2019,Treatment of chronic hepatitis C genotype 1 infection in adults,"HARVONI is indicated for the treatment of adults and pediatric patients 3 years of age and older with chronic hepatitis C virus (HCV) genotype 1, 4, 5, or 6 infection without cirrhosis or with compensated cirrhosis, genotype 1 infection with decompensated cirrhosis, for use in combination with ribavirin, and genotype 1 or 4 infection who are liver transplant recipients without cirrhosis or with compensated cirrhosis, for use in combination with ribavirin"
Lenalidomide,Lenalidomide,1.0,100.0,100.0,Fuzzy,4/22/2008,29/06/2006,In combination with dexamethasone for treatment of multiple myeloma in previously treated patients,For use in combination with dexamethasone for the treatment of multiple myeloma patients who have received at least one prior therapy
Lenvatinib,Lenvatinib,1.0,100.0,100.0,Fuzzy,12/2/2016,15/08/2018,Treatment of locally recurrent/metastatic progressive radioactive iodine refractory differentiated thyroid cancer,LENVIMA is indicated for the first-line treatment of patients with unresectable hepatocellular carcinoma (HCC)
Leuprolide acetate,Leuprolide Acetate,1.0,100.0,100.0,Fuzzy,12/3/2003,16/04/1993,Treatment of advanced prostatic cancer,Treatment of children with central precocious puberty
Mebendazole,Mebendazole,1.0,100.0,100.0,Fuzzy,12/1/1974,19/10/2016,,treatment of patients one year of age and older withgastrointestinal infections caused by Ascaris lumbricoides (roundworm) and Trichuris trichiura (whipworm)
Megestrol acetate,Megestrol Acetate,1.0,100.0,100.0,Fuzzy,12/5/2012,10/09/1993,"Treatment of anorexia, cachexia, and weight loss in cancer or AIDS patients","Treatment of anorexia, cachexia, or an unexplained significant weight loss in patients with a diagnosis of acquired immune deficiency syndrome."
Meloxicam,Meloxicam,1.0,100.0,100.0,Fuzzy,2/23/2015,11/08/2005,Non-steroidal anti-inflammatory,For relief of the signs and symptoms of pauciarticular or polyarticular course Juvenile Rheumatoid Arthritis in patients 2 years of age or older
Melphalan,Melphalan,1.0,100.0,100.0,Fuzzy,10/1/1964,18/11/1992,Anti-cancer drug,For the palliative treatment of patients with multiple myeloma for whom oral melphalan is not appropriate.
Mesna,Mesna,1.0,100.0,100.0,Fuzzy,12/1/1981,30/12/1988,Urotoxic agent for prevention of urotoxic side effects with oxazaphosphorines in malignancy treatment,
Methotrexate,Methotrexate,1.0,100.0,100.0,Fuzzy,11/25/2005,25/04/2017,Psoriasis,"Management of pediatric patients with active polyarticular juvenile idiopathic arthritis (pJIA) who have had an insufficient therapeutic response to, or are intolerant of, an adequate trial of first-line therapy including full dose non-steroidal anti-inflammatory agents (NSAIDs)."
Midazolam,Midazolam,1.0,100.0,100.0,Fuzzy,4/15/1997,17/05/2019,"General anaesthesia, preoperative sedation, conscious sedation prior to diagnostic or endoscopic procedure","NAYZILAM is indicated for the acute treatment of intermittent, stereotypic episodes of frequent seizure activity (i.e., seizure clusters, acute repetitive seizures) that are distinct from a patients usual seizure pattern in patients with epilepsy 12 years of age and older."
Mifepristone,Mifepristone,1.0,100.0,100.0,Fuzzy,2/13/2002,17/02/2012,Medical termination of intrauterine pregnancy through 49 days (by gynecologist only),for the control of hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and have failed surgery or are not candidates for surgery.
Miltefosine,Miltefosine,1.0,100.0,100.0,Fuzzy,3/15/2002,19/03/2014,Treatment of visceral leishmaniasis,"Treatment of visceral leishmaniasis due to Leishmania donovani; cutaneous leishmaniasis due to Leishmania braziliensis, Leishmania guyanensis, and Leishmania panamensis; and mucosal leishmaniasis due to Leishmania braziliensis."
Mitomycin-C,Mitomycin-C,1.0,100.0,100.0,Fuzzy,12/1/1972,07/02/2012,—,An adjunct to ab externo glaucoma surgery.
Mitoxantrone,Mitoxantrone,1.0,100.0,100.0,Fuzzy,3/1/1989,13/10/2000,,"Reducing neurologic disability and/or the frequency of clinical relapses in patients with secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis (i.e., patients whose neurologic status is significantly adnormal between relapses)."
Modafinil,Modafinil,1.0,100.0,100.0,Fuzzy,12/16/2003,24/12/1998,By neurologist/psychiatrist – to improve wakefulness in narcolepsy,Improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy.
Moxidectin,Moxidectin,1.0,100.0,100.0,Fuzzy,1/16/1997,07/02/2025,Treatment and control of parasites in cattle,treatment of onchocerciasis due to Onchocerca volvulus in adult and pediatric patients aged 4 years and older and weighing at least 13 kg
Nilotinib,Nilotinib,1.0,100.0,100.0,Fuzzy,7/14/2010,22/03/2018,Treatment of chronic and accelerated phase Philadelphia chromosome positive CML in adults resistant to or intolerant of imatinib,TASIGNA (nilotinib) is indicated for the treatment of pediatric patients greater than or equal to 1 year of age with newly diagnosed Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase and pediatric patients greater than or equal to 1 year of age with chronic phase Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) with resistance or intolerance to prior tyrosine-kinase inhibitor (TKI) therapy.
Nimodipine,Nimodipine,1.0,100.0,100.0,Fuzzy,8/31/1992,10/05/2013,Treatment and prevention of ischaemic neurological deficit due to arterial spasm after subarachnoid haemorrhage,"Improvement of neurological outcome by reducing the incidence and severity of ischemic deficits in adult patients with subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms regardless of their post-ictus neurological condition (i.e., Hunt and Hess Grades I-V)."
Nintedanib,Nintedanib,1.0,100.0,100.0,Fuzzy,3/11/2016,06/09/2019,Treatment of idiopathic pulmonary fibrosis,OFEV is indicated to slow the rate of decline in pulmonary function in patients with systemic sclerosis associated interstitial lung disease (SSc-ILD).
Nitazoxanide,Nitazoxanide,1.0,100.0,100.0,Fuzzy,3/17/2004,22/11/2002,,Treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia
Octreotide,Octreotide,1.0,100.0,100.0,Fuzzy,8/1/2005,25/11/1998,—,Supression of severe diarrhea and flushing associated with malignant carcinoid syndrome.
Ofloxacin,Ofloxacin,1.0,100.0,100.0,Fuzzy,5/1/1991,22/05/1996,"Treatment of respiratory, urinary tract, gynecological, skin and soft tissue infections",Treatment of bacterial corneal ulcers.
Paclitaxel,Paclitaxel,1.0,100.0,100.0,Fuzzy,8/23/2006,04/08/1997,Treatment of metastatic breast cancer,For the second line treatment of AIDS-related Kaposi's sarcoma.
Panobinostat,Panobinostat,1.0,100.0,100.0,Fuzzy,3/27/2016,23/02/2015,In combination with bortezomib and dexamethasone for treatment of multiple myeloma after at least one prior therapy,"FARYDAK (panobinostat) in combination with bortezomib (BTZ) and dexamethasone (DEX) for the treatment of patients with multiple myeloma who have received at least 2 prior regimens, including bortezomib and an immunomodulatory agent"
Pasireotide,Pasireotide,1.0,100.0,100.0,Fuzzy,3/18/2015,14/12/2012,Treatment of Cushing’s disease in non-surgical candidates,Treatment of adult patients with Cushing's disease for whom pituitary surgery is not an option or has not been curative
Pazopanib,Pazopanib,1.0,100.0,100.0,Fuzzy,2/23/2015,26/04/2012,Treatment of advanced soft tissue sarcoma (STS) in patients who have received prior chemotherapy,Advanced soft tissue sarcoma (STS) who have received prior chemotherapy
